startup_name,sector,stage,region,business_model,founded_year,team_size,founder_count,founder_experience_years,has_technical_founder,funding_total_usd,monthly_burn_usd,runway_months,revenue_growth_pct,customer_growth_pct,churn_pct,burn_multiple,annual_revenue_run_rate,description,founder_bios,recent_update,failed_within_24_months,risk_score
AiToolsLabs0156,ai_tools,series_a,canada,b2b,2023,48,2,7,1,14082993,34863,9.4,-6.6,165.1,29.6,1.65,7622326,"series a B2B startup building a AI copilots for enterprise productivity. Team messaging emphasizes strong retention and experienced founders, while operating in a market facing go-to-market challenges and limited runway.",Founding team of 2. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -6.6% revenue growth, 29.6% churn, and approximately 9.4 months of runway. Leadership says demand in ai_tools remains fragile.",1,0.73
BiotechLabs0157,biotech,pre_seed,us,b2b,2022,6,1,16,1,933549,15000,27.2,51.6,187.2,14.2,3.28,534146,"pre seed B2B startup building a AI-assisted drug discovery workflows. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing weak retention and unclear differentiation.",Founding team of 1. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 51.6% revenue growth, 14.2% churn, and approximately 27.2 months of runway. Leadership says demand in biotech remains mixed.",0,0.26
BiotechLabs0158,biotech,pre_seed,europe,b2c,2020,10,1,3,1,968192,15000,18.9,129.5,249.9,28.8,3.64,777721,"pre seed B2C startup building a diagnostics platform for early disease detection. Team messaging emphasizes growing revenue base and capital efficient, while operating in a market facing unclear differentiation and weak retention.",Founding team of 1. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 129.5% revenue growth, 28.8% churn, and approximately 18.9 months of runway. Leadership says demand in biotech remains mixed.",0,0.35
HealthtechLabs0159,healthtech,seed,asia,b2b,2020,10,1,15,0,2527463,15000,6.4,94.3,296.3,15.8,7.98,2377936,"seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 1. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 94.3% revenue growth, 15.8% churn, and approximately 6.4 months of runway. Leadership says demand in healthtech remains mixed.",0,0.52
HealthtechLabs0160,healthtech,seed,latam,b2c,2022,24,4,1,1,4269808,15000,7.0,133.0,168.5,33.8,1.25,676560,"seed B2C startup building a patient engagement platform for chronic care. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing weak retention and unclear differentiation.",Founding team of 4. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 133.0% revenue growth, 33.8% churn, and approximately 7.0 months of runway. Leadership says demand in healthtech remains mixed.",0,0.55
ClimateLabs0161,climate,seed,latam,b2c,2025,9,1,6,0,4119870,15000,27.0,69.5,59.8,26.4,7.41,5543478,"seed B2C startup building a carbon measurement and reporting platform. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 1. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 69.5% revenue growth, 26.4% churn, and approximately 27.0 months of runway. Leadership says demand in climate remains mixed.",1,0.56
BiotechLabs0162,biotech,series_a,asia,b2b,2021,71,2,10,1,15986083,90331,10.3,92.5,188.3,7.4,2.09,19758065,"series a B2B startup building a lab automation tools for biotech teams. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing weak retention and crowded market.",Founding team of 2. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 92.5% revenue growth, 7.4% churn, and approximately 10.3 months of runway. Leadership says demand in biotech remains strong.",0,0.32
LogisticsLabs0163,logistics,series_a,us,b2b,2024,18,2,17,1,5914829,15000,25.5,206.0,63.6,16.5,7.39,6251683,"series a B2B startup building a supply chain visibility tools for shippers. Team messaging emphasizes experienced founders and clear product-market fit, while operating in a market facing limited runway and unclear differentiation.",Founding team of 2. Combined founder experience averages about 17 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 206.0% revenue growth, 16.5% churn, and approximately 25.5 months of runway. Leadership says demand in logistics remains mixed.",0,0.29
HealthtechLabs0164,healthtech,seed,canada,b2b,2025,16,2,16,1,3637769,15000,27.2,182.2,202.0,10.7,3.4,888929,"seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes capital efficient and repeatable acquisition engine, while operating in a market facing go-to-market challenges and high burn.",Founding team of 2. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 182.2% revenue growth, 10.7% churn, and approximately 27.2 months of runway. Leadership says demand in healthtech remains mixed.",0,0.1
SaasLabs0165,saas,pre_seed,latam,b2b,2018,11,4,5,1,117749,15000,19.4,234.6,209.5,25.1,2.57,158163,"pre seed B2B startup building a analytics dashboard for mid-market companies. Team messaging emphasizes clear product-market fit and experienced founders, while operating in a market facing high burn and unclear differentiation.",Founding team of 4. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 234.6% revenue growth, 25.1% churn, and approximately 19.4 months of runway. Leadership says demand in saas remains mixed.",0,0.27
ClimateLabs0166,climate,seed,africa,b2b,2019,16,1,17,1,3121265,15000,5.9,-2.8,296.3,22.8,6.96,1222663,"seed B2B startup building a sustainability intelligence tools for enterprises. Team messaging emphasizes repeatable acquisition engine and experienced founders, while operating in a market facing high burn and go-to-market challenges.",Founding team of 1. Combined founder experience averages about 17 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -2.8% revenue growth, 22.8% churn, and approximately 5.9 months of runway. Leadership says demand in climate remains fragile.",1,0.97
LogisticsLabs0167,logistics,series_a,us,b2c,2024,78,3,5,1,7959422,18678,14.3,84.8,-3.9,25.1,4.79,2267422,"series a B2C startup building a warehouse automation orchestration software. Team messaging emphasizes repeatable acquisition engine and capital efficient, while operating in a market facing go-to-market challenges and limited runway.",Founding team of 3. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 84.8% revenue growth, 25.1% churn, and approximately 14.3 months of runway. Leadership says demand in logistics remains mixed.",1,0.7
